ST_CASE,PER_NO,AGE,SEXNAME,PBPTYPENAME,YEAR,MONTHNAME,DAY_WEEKNAME,HOURNAME,LGT_CONDNAME,WEATHER,RUR_URBNAME,FUNC_SYSNAME,TYP_INTNAME,REL_ROADNAME,WRK_ZONENAME,LATITUDE,LONGITUD,PEDLOCNAME,BIKELOCNAME,PEDPOSNAME,BIKEPOSNAME,PEDDIRNAME,BIKEDIRNAME,VSPD_LIM,VSPD_LIMNAME,VTRAFCON,VTRAFCONNAME,VTRAFWAY,VTRAFWAYNAME,GEOID,NAMELSAD,MEDIAN_INCOME,TOTAL_POPULATION,PCT_WHITE,PCT_BLACK,PCT_HISPANIC,PCT_TRANSIT_WALK_COMMUTE
410368,1,29,Male,Pedestrian,2021,September,Wednesday,10:00pm-10:59pm,Dark - Lighted,Cloudy,Urban,Minor Arterial,Not an Intersection,On Roadway,None / Unknown,45.61025,-122.69500556,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,40,40 MPH,97,Not Reported,1,"Two-Way, Not Divided",41051007202,Census Tract 72.02,84154.0,3308,48.70012091898428,11.910519951632406,23.518742442563482,7.27362691736764
410370,1,34,Male,Pedestrian,2021,October,Friday,8:00pm-8:59pm,Dark - Lighted,Cloudy,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.49741667,-122.63596667,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,97,Not Reported,1,"Two-Way, Not Divided",41051000902,Census Tract 9.02,84699.0,5324,65.43951915852743,4.338842975206612,12.340345604808414,25.899280575539567
410385,1,41,Male,Bicyclist,2021,October,Friday,7:00pm-7:59pm,Dark - Lighted,Clear,Urban,Principal Arterial - Other Freeways and Expressways,Four-Way Intersection,On Roadway,None / Unknown,44.972875,-123.02096111,Not a Pedestrian,At Intersection,Not a Pedestrian,Travel Lane,Not a Pedestrian,Not applicable,45,45 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,1,"Two-Way, Not Divided",41047000400,Census Tract 4,53686.0,5341,59.42707358172626,0.03744617112900206,30.81819883916869,4.233870967741935
410393,1,31,Male,Pedestrian,2021,October,Saturday,9:00pm-9:59pm,Dark - Lighted,Clear,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.49735556,-122.63576111,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,97,Not Reported,1,"Two-Way, Not Divided",41051000902,Census Tract 9.02,84699.0,5324,65.43951915852743,4.338842975206612,12.340345604808414,25.899280575539567
410399,1,63,Male,Pedestrian,2021,November,Wednesday,10:00pm-10:59pm,Dark - Not Lighted,Rain,Urban,Interstate,Not an Intersection,On Shoulder,None / Unknown,43.24948056,-123.36009167,Not At Intersection,Not a Cyclist,Paved Shoulder / Bicycle Lane / Parking Lane,Not a Cyclist,Not Applicable,Not a Cyclist,55,55 MPH,97,Not Reported,3,"Two-Way,  Divided, Positive  Median Barrier",41019080001,Census Tract 800.01,54618.0,2962,74.983119513842,0.0,19.412559081701552,0.0
410405,1,75,Male,Pedestrian,2021,May,Monday,7:00am-7:59am,Daylight,Clear,Urban,Local,Not an Intersection,Reported as Unknown,None / Unknown,44.62200833,-123.23648889,Unknown / Insufficient Information,Not a Cyclist,Other/Unknown,Not a Cyclist,Not Applicable,Not a Cyclist,10,10 MPH,97,Not Reported,1,"Two-Way, Not Divided",41003000600,Census Tract 6,52371.0,4634,82.75787656452309,1.251618472162279,9.06344410876133,3.2149712092130516
410410,1,80,Male,Bicyclist,2021,October,Tuesday,7:00pm-7:59pm,Not Reported,Not Reported,Rural,Minor Arterial,Not an Intersection,Reported as Unknown,None / Unknown,44.88446944,-123.18449167,Not a Pedestrian,Not At Intersection,Not a Pedestrian,Unknown,Not a Pedestrian,Unknown,98,Not Reported,97,Not Reported,8,Not Reported,41053020303,Census Tract 203.03,63460.0,5063,73.27671341102113,0.9085522417539009,17.440252814536837,10.251132153149445
410417,1,40,Female,Pedestrian,2021,November,Thursday,7:00pm-7:59pm,Dark - Not Lighted,Cloudy,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.69445556,-122.87131667,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,55,55 MPH,97,Not Reported,1,"Two-Way, Not Divided",41051007100,Census Tract 71,94205.0,2518,82.12867355043686,0.0,7.664813343923749,9.435707678075856
410421,1,29,Male,Pedestrian,2021,September,Monday,8:00am-8:59am,Daylight,Cloudy,Urban,Interstate,Not an Intersection,On Roadway,None / Unknown,45.53026944,-122.63748889,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,97,Not Reported,3,"Two-Way,  Divided, Positive  Median Barrier",41051002002,Census Tract 20.02,59060.0,3920,58.16326530612245,0.40816326530612246,19.77040816326531,20.63606794362125
410426,1,56,Female,Pedestrian,2021,November,Friday,4:00am-4:59am,Dark - Lighted,Rain,Urban,Minor Arterial,Not an Intersection,On Roadway,None / Unknown,45.55595,-122.68533056,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,40,40 MPH,97,Not Reported,1,"Two-Way, Not Divided",41051003501,Census Tract 35.01,105347.0,3689,75.76579018704255,7.1564109514773655,7.563025210084033,13.725490196078432
410426,2,54,Male,Pedestrian,2021,November,Friday,4:00am-4:59am,Dark - Lighted,Rain,Urban,Minor Arterial,Not an Intersection,On Roadway,None / Unknown,45.55595,-122.68533056,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,40,40 MPH,97,Not Reported,1,"Two-Way, Not Divided",41051003501,Census Tract 35.01,105347.0,3689,75.76579018704255,7.1564109514773655,7.563025210084033,13.725490196078432
410433,1,42,Male,Pedestrian,2021,November,Monday,9:00pm-9:59pm,Dark - Lighted,Clear,Urban,Minor Arterial,Not an Intersection,On Roadway,None / Unknown,45.53366389,-122.46761944,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,40,40 MPH,97,Not Reported,1,"Two-Way, Not Divided",41051009604,Census Tract 96.04,61320.0,5441,43.39275868406543,6.7818415732402135,36.66605403418489,6.995884773662551
410437,1,61,Male,Bicyclist,2021,November,Wednesday,7:00pm-7:59pm,Dark - Lighted,Cloudy,Urban,Interstate,Not an Intersection,On Roadway,None / Unknown,44.99995278,-122.99926944,Not a Pedestrian,Not At Intersection,Not a Pedestrian,Travel Lane,Not a Pedestrian,Not applicable,60,60 MPH,97,Not Reported,3,"Two-Way,  Divided, Positive  Median Barrier",41047002502,Census Tract 25.02,79474.0,5713,59.110799929984246,0.0,34.605286189392615,1.1252813203300824
410438,1,60,Male,Bicyclist,2021,November,Friday,5:00pm-5:59pm,Dark - Not Lighted,Cloudy,Urban,Major Collector,Not an Intersection,On Roadway,None / Unknown,42.40340556,-122.85579722,Not a Pedestrian,Not At Intersection,Not a Pedestrian,Travel Lane,Not a Pedestrian,Not applicable,45,45 MPH,97,Not Reported,1,"Two-Way, Not Divided",41029001301,Census Tract 13.01,68333.0,5767,67.79954915900815,0.1387203051846714,27.709380960638114,0.5323505323505323
410447,1,70,Male,Pedestrian,2021,November,Saturday,6:00am-6:59am,Dark - Not Lighted,Clear,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,42.20649444,-121.73047222,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,97,Not Reported,1,"Two-Way, Not Divided",41035971300,Census Tract 9713,53558.0,6144,76.69270833333334,0.016276041666666664,14.615885416666666,0.0
410452,1,43,Female,Pedestrian,2021,November,Saturday,9:00pm-9:59pm,Dark - Not Lighted,Cloudy,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,44.24318056,-121.19239167,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,65,65 MPH,97,Not Reported,3,"Two-Way,  Divided, Positive  Median Barrier",41017000901,Census Tract 9.01,63656.0,5234,73.61482613679786,0.0,21.57050057317539,3.204327923429047
410453,1,25,Female,Pedestrian,2021,November,Friday,9:00pm-9:59pm,Dark - Not Lighted,Rain,Urban,Interstate,Not an Intersection,On Roadway,None / Unknown,44.92270556,-122.99041111,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,60,60 MPH,97,Not Reported,3,"Two-Way,  Divided, Positive  Median Barrier",41047001000,Census Tract 10,55648.0,4534,68.68107631230701,1.0807234230260256,21.08513453903838,5.51301684532925
410454,1,36,Male,Pedestrian,2021,November,Wednesday,5:00pm-5:59pm,Dark - Not Lighted,Cloudy,Urban,Major Collector,Not an Intersection,On Roadway,None / Unknown,45.56736389,-122.53082778,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,40,40 MPH,97,Not Reported,1,"Two-Way, Not Divided",41051007300,Census Tract 73,40893.0,1362,56.093979441997064,10.719530102790015,14.170337738619676,22.18045112781955
410456,1,78,Female,Bicyclist,2021,November,Sunday,10:00am-10:59am,Daylight,Cloudy,Rural,Minor Arterial,T-Intersection,On Roadway,None / Unknown,44.48930833,-123.44959444,Not a Pedestrian,At Intersection,Not a Pedestrian,Travel Lane,Not a Pedestrian,With Traffic,55,55 MPH,97,Not Reported,1,"Two-Way, Not Divided",41003010300,Census Tract 103,79303.0,3385,86.08567208271786,0.0,8.478581979320532,2.503793626707132
410461,1,68,Male,Pedestrian,2021,December,Saturday,6:00pm-6:59pm,Dark - Not Lighted,Rain,Urban,Minor Arterial,Not an Intersection,On Roadway,None / Unknown,45.18598333,-122.80038611,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,97,Not Reported,1,"Two-Way, Not Divided",41047010202,Census Tract 102.02,75750.0,8104,65.07897334649556,1.0365251727541955,31.071076011846,1.6804407713498621
410464,1,60,Male,Bicyclist,2021,December,Friday,9:00pm-9:59pm,Dark - Not Lighted,Rain,Urban,Principal Arterial - Other,Four-Way Intersection,On Roadway,None / Unknown,45.77996111,-122.87542778,Not a Pedestrian,At Intersection,Not a Pedestrian,Travel Lane,Not a Pedestrian,Not applicable,55,55 MPH,20,Stop Sign,1,"Two-Way, Not Divided",41009970600,Census Tract 9706,98679.0,6184,90.1843467011643,0.11319534282018111,6.969598965071151,1.9701302828090246
410474,1,59,Male,Bicyclist,2021,December,Saturday,6:00pm-6:59pm,Dark - Not Lighted,Rain,Urban,Principal Arterial - Other,Not an Intersection,On Shoulder,None / Unknown,45.97001389,-123.92548333,Not a Pedestrian,Not At Intersection,Not a Pedestrian,Bicycle Lane / Paved Shoulder / Parking Lane,Not a Pedestrian,With Traffic,55,55 MPH,97,Not Reported,1,"Two-Way, Not Divided",41007951100,Census Tract 9511,64115.0,4494,84.49043168669337,1.8691588785046727,9.012016021361816,7.81094527363184
410476,1,30,Male,Pedestrian,2021,December,Wednesday,11:00pm-11:59pm,Dark - Lighted,Rain,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,44.00029444,-123.01403333,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,60,60 MPH,97,Not Reported,4,One-Way Trafficway,41039001700,Census Tract 17,77188.0,5046,93.12326595323029,0.5747126436781609,1.6250495441934205,1.8435475834578976
410481,1,50,Male,Pedestrian,2021,January,Saturday,6:00am-6:59am,Dark - Lighted,Clear,Urban,Minor Arterial,Not an Intersection,On Roadway,None / Unknown,45.5861,-122.68690833,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,97,Not Reported,1,"Two-Way, Not Divided",41051007202,Census Tract 72.02,84154.0,3308,48.70012091898428,11.910519951632406,23.518742442563482,7.27362691736764
410483,1,32,Female,Pedestrian,2021,February,Thursday,7:00pm-7:59pm,Dark - Lighted,Rain,Urban,Principal Arterial - Other,Four-Way Intersection,On Roadway,None / Unknown,44.55948889,-123.26355278,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Northbound,Not a Cyclist,25,25 MPH,3,Traffic control signal(on colors) not known whether or not Pedestrian Signal,4,One-Way Trafficway,41003010601,Census Tract 106.01,23765.0,2845,73.77855887521967,3.5500878734622145,9.595782073813709,25.848032564450474
410484,1,61,Female,Pedestrian,2021,February,Saturday,6:00pm-6:59pm,Dark - Lighted,Cloudy,Urban,Minor Arterial,T-Intersection,On Roadway,None / Unknown,45.51912222,-122.523575,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,30,30 MPH,97,Not Reported,8,Not Reported,41051009203,Census Tract 92.03,46026.0,3081,58.81207400194742,4.414151249594288,21.648815319701395,0.7119741100323626
410488,1,9,Female,Pedestrian,2021,March,Saturday,5:00pm-5:59pm,Daylight,Clear,Urban,Principal Arterial - Other,Not an Intersection,On Roadside,None / Unknown,45.50038333,-122.43623611,Not At Intersection,Not a Cyclist,Sidewalk / Shared-Use Path / Driveway Access,Not a Cyclist,Not Applicable,Not a Cyclist,40,40 MPH,97,Not Reported,3,"Two-Way,  Divided, Positive  Median Barrier",41051010001,Census Tract 100.01,43214.0,5876,68.46494213750852,3.1994554118447924,16.21851599727706,9.595254710397768
410488,2,29,Female,Pedestrian,2021,March,Saturday,5:00pm-5:59pm,Daylight,Clear,Urban,Principal Arterial - Other,Not an Intersection,On Roadside,None / Unknown,45.50038333,-122.43623611,Not At Intersection,Not a Cyclist,Sidewalk / Shared-Use Path / Driveway Access,Not a Cyclist,Not Applicable,Not a Cyclist,40,40 MPH,97,Not Reported,3,"Two-Way,  Divided, Positive  Median Barrier",41051010001,Census Tract 100.01,43214.0,5876,68.46494213750852,3.1994554118447924,16.21851599727706,9.595254710397768
410488,3,2,Female,Pedestrian,2021,March,Saturday,5:00pm-5:59pm,Daylight,Clear,Urban,Principal Arterial - Other,Not an Intersection,On Roadside,None / Unknown,45.50038333,-122.43623611,Not At Intersection,Not a Cyclist,Sidewalk / Shared-Use Path / Driveway Access,Not a Cyclist,Not Applicable,Not a Cyclist,40,40 MPH,97,Not Reported,3,"Two-Way,  Divided, Positive  Median Barrier",41051010001,Census Tract 100.01,43214.0,5876,68.46494213750852,3.1994554118447924,16.21851599727706,9.595254710397768
410490,1,47,Male,Person on Non-Motorized Personal Conveyance,2021,April,Sunday,5:00pm-5:59pm,Daylight,Clear,Urban,Principal Arterial - Other,Four-Way Intersection,On Roadway,None / Unknown,45.53360278,-122.53749167,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Northbound,Not a Cyclist,98,Not Reported,3,Traffic control signal(on colors) not known whether or not Pedestrian Signal,1,"Two-Way, Not Divided",41051009400,Census Tract 94,71498.0,6593,70.15015925982102,6.370392840891855,9.479751251327166,5.108194395175595
410491,1,30,Male,Pedestrian,2021,April,Saturday,11:00pm-11:59pm,Dark - Lighted,Cloudy,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.55933889,-122.57862778,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,97,Not Reported,1,"Two-Way, Not Divided",41051007600,Census Tract 76,63016.0,3530,53.59773371104816,4.3342776203966,26.572237960339944,5.993340732519423
410492,1,34,Female,Pedestrian,2021,May,Sunday,1:00am-1:59am,Dark - Unknown Lighting,Not Reported,Rural,Local,Not an Intersection,Not Reported,None / Unknown,44.78174167,-121.25480278,Not At Intersection,Not a Cyclist,Other/Unknown,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,97,Not Reported,8,Not Reported,41031940000,Census Tract 9400,59342.0,2637,5.1194539249146755,0.0,10.087220326128175,1.9522776572668112
410492,2,35,Female,Pedestrian,2021,May,Sunday,1:00am-1:59am,Dark - Unknown Lighting,Not Reported,Rural,Local,Not an Intersection,Not Reported,None / Unknown,44.78174167,-121.25480278,Not At Intersection,Not a Cyclist,Other/Unknown,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,97,Not Reported,8,Not Reported,41031940000,Census Tract 9400,59342.0,2637,5.1194539249146755,0.0,10.087220326128175,1.9522776572668112
410494,1,32,Female,Person on Motorized Personal Conveyance,2021,May,Saturday,0:00am-0:59am,Dark - Lighted,Cloudy,Urban,Principal Arterial - Other,T-Intersection,On Roadway,None / Unknown,45.55206389,-122.50833611,At Intersection,Not a Cyclist,Other/Unknown,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,98,Not Reported,97,Not Reported,1,"Two-Way, Not Divided",41051010200,Census Tract 102,95268.0,7520,45.71808510638298,9.654255319148936,32.726063829787236,3.4812454032851186
410497,1,20,Female,Pedestrian,2021,June,Monday,11:00pm-11:59pm,Not Reported,Cloudy,Urban,Major Collector,Not an Intersection,On Roadway,None / Unknown,45.60066944,-122.6534,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,97,Not Reported,8,Not Reported,41051007202,Census Tract 72.02,84154.0,3308,48.70012091898428,11.910519951632406,23.518742442563482,7.27362691736764
410498,1,85,Male,Pedestrian,2021,June,Sunday,7:00pm-7:59pm,Daylight,Clear,Urban,Local,Not an Intersection,On Roadway,None / Unknown,44.07943333,-121.25916667,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,25,25 MPH,97,Not Reported,1,"Two-Way, Not Divided",41017001200,Census Tract 12,118469.0,8470,84.72255017709564,0.5548996458087367,9.397874852420307,1.6836613706426369
410503,1,64,Female,Pedestrian,2021,July,Wednesday,8:00pm-8:59pm,Not Reported,Not Reported,Urban,Principal Arterial - Other,T-Intersection,On Roadway,None / Unknown,44.98971389,-123.026625,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,98,Not Reported,3,Traffic control signal(on colors) not known whether or not Pedestrian Signal,8,Not Reported,41047001402,Census Tract 14.02,76266.0,5888,74.52445652173914,0.8491847826086956,12.85665760869565,2.132435465768799
410504,1,23,Male,Pedestrian,2021,August,Sunday,0:00am-0:59am,Dark - Unknown Lighting,Not Reported,Urban,Major Collector,Not an Intersection,Not Reported,None / Unknown,42.18494722,-122.6715,Not At Intersection,Not a Cyclist,Other/Unknown,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,97,Not Reported,8,Not Reported,41029001801,Census Tract 18.01,44013.0,4404,84.4913714804723,2.42960944595822,11.376021798365123,13.329646017699115
410507,1,7,Male,Pedestrian,2021,August,Monday,11:00am-11:59am,Daylight,Not Reported,Urban,Local,Not an Intersection,On Roadway,None / Unknown,45.56644167,-122.85111667,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,97,Not Reported,1,"Two-Way, Not Divided",41067031509,Census Tract 315.09,146250.0,10179,36.5556537970331,2.1711366538952745,12.781216229492093,3.5030549898167007
410510,1,76,Male,Pedestrian,2021,September,Wednesday,10:00pm-10:59pm,Dark - Unknown Lighting,Not Reported,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.47501389,-123.84432222,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,97,Not Reported,8,Not Reported,41057960500,Census Tract 9605,60688.0,1870,70.21390374331551,0.0,16.684491978609625,7.486033519553073
410513,1,23,Male,Pedestrian,2021,September,Saturday,4:00am-4:59am,Dark - Lighted,Clear,Urban,Principal Arterial - Other,Four-Way Intersection,On Roadway,None / Unknown,45.50335833,-122.62261389,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,30,30 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,1,"Two-Way, Not Divided",41051000901,Census Tract 9.01,111094.0,3964,79.28859737638749,0.025227043390514632,3.834510595358224,12.667531344574146
410516,1,65,Male,Pedestrian,2021,October,Friday,7:00pm-7:59pm,Not Reported,Not Reported,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.56835556,-122.60828056,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,97,Not Reported,8,Not Reported,41051007400,Census Tract 74,69125.0,3829,44.13685035257247,27.108905719509007,17.60250718203186,11.212938005390836
410517,1,66,Female,Pedestrian,2021,October,Wednesday,3:00am-3:59am,Dark - Unknown Lighting,Rain,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.54866389,-122.71696111,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,97,Not Reported,2,"Two-Way, Divided, Unprotected Median",41051004300,Census Tract 43,109375.0,1027,86.6601752677702,0.3894839337877313,9.444985394352482,2.6737967914438503
410519,1,37,Female,Pedestrian,2021,November,Friday,10:00pm-10:59pm,Dark - Lighted,Cloudy,Urban,Interstate,Not an Intersection,On Roadway,None / Unknown,45.54654722,-122.53712222,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,60,60 MPH,97,Not Reported,3,"Two-Way,  Divided, Positive  Median Barrier",41051009400,Census Tract 94,71498.0,6593,70.15015925982102,6.370392840891855,9.479751251327166,5.108194395175595
410520,1,52,Male,Pedestrian,2021,November,Monday,1:00pm-1:59pm,Daylight,Rain,Urban,Major Collector,Not an Intersection,On Shoulder,None / Unknown,45.52460278,-122.69846111,Not At Intersection,Not a Cyclist,Paved Shoulder / Bicycle Lane / Parking Lane,Not a Cyclist,Not Applicable,Not a Cyclist,20,20 MPH,97,Not Reported,1,"Two-Way, Not Divided",41051004700,Census Tract 47,69524.0,4108,77.67770204479065,6.621226874391431,4.7955209347614405,26.000762485703394
410523,1,45,Male,Pedestrian,2021,November,Saturday,0:00am-0:59am,Dark - Lighted,Cloudy,Urban,Minor Arterial,Four-Way Intersection,On Roadway,None / Unknown,45.50013056,-122.53759722,Intersection-Related,Not a Cyclist,Travel Lane,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,98,Not Reported,97,Not Reported,2,"Two-Way, Divided, Unprotected Median",41051009002,Census Tract 90.02,60685.0,4581,51.21152586771447,10.805500982318271,19.82099978170705,14.221014492753623
410524,1,67,Male,Pedestrian,2021,December,Saturday,10:00pm-10:59pm,Dark - Lighted,Clear,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.45075278,-122.57915,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,97,Not Reported,1,"Two-Way, Not Divided",41005021601,Census Tract 216.01,83116.0,6461,67.94613836867359,0.061909921064850645,25.739049682711656,7.833192448577064
410526,1,27,Male,Pedestrian,2021,December,Sunday,3:00am-3:59am,Dark - Lighted,Not Reported,Urban,Interstate,Not an Intersection,On Roadside,None / Unknown,45.49379167,-122.56533333,Non-Trafficway Location,Not a Cyclist,Non-Trafficway - Parking Lot/Other,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,97,Not Reported,8,Not Reported,41051008302,Census Tract 83.02,70572.0,5231,53.412349455171096,4.511565666220608,14.222901930797171,9.878000787091697
410527,1,58,Male,Pedestrian,2021,December,Tuesday,6:00pm-6:59pm,Dark - Not Lighted,Clear,Rural,Principal Arterial - Other,Not an Intersection,On Roadway,Construction,44.76381667,-121.25296944,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,45,45 MPH,97,Not Reported,1,"Two-Way, Not Divided",41031940000,Census Tract 9400,59342.0,2637,5.1194539249146755,0.0,10.087220326128175,1.9522776572668112
410534,1,40,Female,Pedestrian,2021,December,Thursday,5:00am-5:59am,Dark - Lighted,Rain,Urban,Principal Arterial - Other,T-Intersection,On Roadway,None / Unknown,44.08883056,-123.15861667,Intersection-Related,Not a Cyclist,Travel Lane,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,55,55 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,1,"Two-Way, Not Divided",41039002600,Census Tract 26,61015.0,6094,66.65572694453562,0.7056120774532327,23.843124384640628,6.220735785953177
410539,1,59,Male,Pedestrian,2021,December,Thursday,5:00pm-5:59pm,Dark - Lighted,Rain,Urban,Principal Arterial - Other,T-Intersection,On Roadway,None / Unknown,45.52168056,-122.39852222,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,40,40 MPH,97,Not Reported,1,"Two-Way, Not Divided",41051010303,Census Tract 103.03,73321.0,5552,63.32853025936599,4.556916426512968,13.562680115273777,5.346127484578479
410542,1,16,Male,Pedestrian,2021,December,Saturday,2:00am-2:59am,Dark - Lighted,Cloudy,Urban,Principal Arterial - Other,Four-Way Intersection,On Roadway,None / Unknown,44.98307222,-122.98327778,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,35,35 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,1,"Two-Way, Not Divided",41047001601,Census Tract 16.01,70996.0,7620,51.01049868766404,1.4960629921259843,39.08136482939633,0.251959686450168
