ST_CASE,PER_NO,AGE,SEXNAME,PBPTYPENAME,YEAR,MONTHNAME,DAY_WEEKNAME,HOURNAME,LGT_CONDNAME,WEATHER,RUR_URBNAME,FUNC_SYSNAME,TYP_INTNAME,REL_ROADNAME,WRK_ZONENAME,LATITUDE,LONGITUD,PEDLOCNAME,BIKELOCNAME,PEDPOSNAME,BIKEPOSNAME,PEDDIRNAME,BIKEDIRNAME,VSPD_LIM,VSPD_LIMNAME,VTRAFCON,VTRAFCONNAME,VTRAFWAY,VTRAFWAYNAME,GEOID,NAMELSAD,MEDIAN_INCOME,TOTAL_POPULATION,PCT_WHITE,PCT_BLACK,PCT_HISPANIC,PCT_TRANSIT_WALK_COMMUTE
410449,1,58,Male,Pedestrian,2022,October,Sunday,1:00am-1:59am,Dark - Not Lighted,Cloudy,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.80432222,-119.23991667,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,55,55 MPH,97,Not Reported,3,"Two-Way,  Divided, Positive  Median Barrier",41059951300,Census Tract 9513,64712.0,3734,55.35618639528656,0.0,38.6448848419925,2.6168224299065423
410453,1,19,Male,Pedestrian,2022,October,Wednesday,4:00am-4:59am,Dark - Lighted,Cloudy,Urban,Minor Arterial,Not an Intersection,On Roadway,None / Unknown,45.54324722,-122.67733611,Not At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Not Applicable,Not a Cyclist,30,30 MPH,97,Not Reported,3,"Two-Way,  Divided, Positive  Median Barrier",41051003502,Census Tract 35.02,104679.0,3156,71.13434727503169,10.709759188846641,5.323193916349809,10.791037951531779
410456,1,32,Female,Pedestrian,2022,October,Monday,9:00pm-9:59pm,Dark - Lighted,Cloudy,Urban,Local,Not an Intersection,On Roadway,None / Unknown,42.29955556,-122.88611389,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,25,25 MPH,97,Not Reported,1,"Two-Way, Not Divided",41029000702,Census Tract 7.02,79790.0,5502,80.60705198109778,0.0,11.759360232642676,0.7217321571772253
410457,1,39,Male,Bicyclist,2022,October,Monday,1:00pm-1:59pm,Daylight,Rain,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.51891667,-122.99042222,Not a Pedestrian,Not At Intersection,Not a Pedestrian,Travel Lane,Not a Pedestrian,Not applicable,30,30 MPH,97,Not Reported,4,One-Way Trafficway,41067032501,Census Tract 325.01,60927.0,3124,56.33802816901409,2.5288092189500637,32.4583866837388,19.71595655806182
410458,1,44,Male,Pedestrian,2022,November,Tuesday,0:00am-0:59am,Dark - Not Lighted,Rain,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,44.934025,-122.95903889,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,97,Not Reported,1,"Two-Way, Not Divided",41047001703,Census Tract 17.03,81176.0,5286,59.440030268634125,1.8539538403329547,35.92508513053348,0.0
410459,1,22,Male,Pedestrian,2022,October,Monday,7:00pm-7:59pm,Dark - Lighted,Clear,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,42.25371389,-121.79679167,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,50,50 MPH,97,Not Reported,3,"Two-Way,  Divided, Positive  Median Barrier",41035972000,Census Tract 9720,65000.0,4193,84.2356308132602,0.333889816360601,7.87025995707131,8.011204481792717
410460,1,67,Female,Pedestrian,2022,October,Friday,9:00pm-9:59pm,Dark - Not Lighted,Rain,Urban,Minor Arterial,T-Intersection,On Roadway,None / Unknown,45.36626667,-122.57973611,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,35,35 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,1,"Two-Way, Not Divided",41005022301,Census Tract 223.01,76605.0,4469,87.44685611993734,0.11188185276348177,3.132691877377489,2.1972406745017885
410461,1,63,Male,Pedestrian,2022,November,Thursday,6:00am-6:59am,Dark - Not Lighted,Cloudy,Rural,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.37438611,-122.19821111,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,55,55 MPH,97,Not Reported,2,"Two-Way, Divided, Unprotected Median",41005024302,Census Tract 243.02,99639.0,5170,95.47388781431334,0.5222437137330754,3.017408123791103,3.9140445126630854
410467,1,52,Male,Pedestrian,2022,September,Friday,8:00am-8:59am,Daylight,Clear,Rural,Local,Not an Intersection,On Shoulder,None / Unknown,44.95071944,-123.31696389,Not At Intersection,Not a Cyclist,Paved Shoulder / Bicycle Lane / Parking Lane,Not a Cyclist,Not Applicable,Not a Cyclist,55,55 MPH,97,Not Reported,1,"Two-Way, Not Divided",41053020500,Census Tract 205,94191.0,7444,83.66469639978507,1.2896292315959161,10.276732939279958,3.5526722273710223
410468,1,72,Male,Pedestrian,2022,September,Thursday,7:00am-7:59am,Daylight,Clear,Rural,Major Collector,Not an Intersection,On Roadway,None / Unknown,43.23792222,-120.68633611,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,97,Not Reported,1,"Two-Way, Not Divided",41037960100,Census Tract 9601,50288.0,2766,92.69703543022415,0.0,3.9045553145336225,4.4534412955465585
410470,1,63,Female,Pedestrian,2022,October,Saturday,11:00pm-11:59pm,Dark - Lighted,Cloudy,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.51672778,-122.97403611,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,97,Not Reported,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",41067032501,Census Tract 325.01,60927.0,3124,56.33802816901409,2.5288092189500637,32.4583866837388,19.71595655806182
410471,1,55,Female,Pedestrian,2022,November,Tuesday,6:00pm-6:59pm,Dark - Not Lighted,Clear,Urban,Minor Arterial,T-Intersection,On Roadway,None / Unknown,45.54609722,-122.49579167,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Westbound,Not a Cyclist,35,35 MPH,97,Not Reported,1,"Two-Way, Not Divided",41051010200,Census Tract 102,95268.0,7520,45.71808510638298,9.654255319148936,32.726063829787236,3.4812454032851186
410474,1,25,Female,Pedestrian,2022,November,Thursday,6:00pm-6:59pm,Dark - Not Lighted,Clear,Rural,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,46.16815278,-123.58155,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,50,50 MPH,97,Not Reported,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",41007951200,Census Tract 9512,61685.0,3358,89.69624776652769,0.02977963073257892,4.10958904109589,4.124579124579125
410475,1,65,Male,Pedestrian,2022,November,Thursday,7:00pm-7:59pm,Dark - Not Lighted,Cloudy,Rural,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.92786667,-123.89906667,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,55,55 MPH,97,Not Reported,1,"Two-Way, Not Divided",41007951100,Census Tract 9511,64115.0,4494,84.49043168669337,1.8691588785046727,9.012016021361816,7.81094527363184
410478,1,38,Male,Pedestrian,2022,November,Sunday,1:00am-1:59am,Dark - Not Lighted,"Fog, Smog, Smoke",Urban,Interstate,Not an Intersection,On Roadway,None / Unknown,44.99434722,-123.00034722,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,60,60 MPH,97,Not Reported,3,"Two-Way,  Divided, Positive  Median Barrier",41047001601,Census Tract 16.01,70996.0,7620,51.01049868766404,1.4960629921259843,39.08136482939633,0.251959686450168
410482,1,47,Female,Bicyclist,2022,October,Friday,11:00pm-11:59pm,Dark - Lighted,Rain,Urban,Major Collector,Four-Way Intersection,On Roadway,None / Unknown,45.50444444,-122.56881111,Not a Pedestrian,At Intersection,Not a Pedestrian,Sidewalk  / Crosswalk / Driveway Access,Not a Pedestrian,Not applicable,98,Not Reported,2,Traffic control signal (on colors) with Pedestrian Signal,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",41051008301,Census Tract 83.01,64886.0,4114,40.37433155080214,10.646572678658242,7.073407875546913,22.07916070577015
410494,1,45,Male,Pedestrian,2022,November,Monday,6:00pm-6:59pm,Dark - Lighted,Cloudy,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.49825278,-122.52116944,Intersection-Related,Not a Cyclist,Travel Lane,Not a Cyclist,Northbound,Not a Cyclist,30,30 MPH,97,Not Reported,1,"Two-Way, Not Divided",41051009102,Census Tract 91.02,73523.0,6765,55.06282335550628,10.317812269031782,4.848484848484849,6.215772179627602
410499,1,82,Male,Pedestrian,2022,November,Tuesday,5:00pm-5:59pm,Dark - Lighted,Rain,Urban,Minor Arterial,Not an Intersection,On Roadway,None / Unknown,45.3364,-122.590475,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,30,30 MPH,97,Not Reported,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",41005022502,Census Tract 225.02,74826.0,4275,93.38011695906432,0.0,3.181286549707602,3.2747603833865817
410501,1,39,Male,Pedestrian,2022,November,Tuesday,7:00pm-7:59pm,Dark - Not Lighted,Clear,Urban,Interstate,Not an Intersection,On Roadway,None / Unknown,42.31677778,-122.85638333,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,55,55 MPH,97,Not Reported,3,"Two-Way,  Divided, Positive  Median Barrier",41029000501,Census Tract 5.01,75099.0,3115,81.66934189406099,0.0,14.18940609951846,5.297532656023222
410506,1,35,Male,Bicyclist,2022,November,Tuesday,5:00pm-5:59pm,Dark - Not Lighted,Rain,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,46.19057778,-123.84153611,Not a Pedestrian,Not At Intersection,Not a Pedestrian,Travel Lane,Not a Pedestrian,Unknown,25,25 MPH,97,Not Reported,1,"Two-Way, Not Divided",41007950200,Census Tract 9502,80784.0,3880,81.49484536082474,0.25773195876288657,9.690721649484537,16.93548387096774
410509,1,21,Male,Pedestrian,2022,October,Monday,6:00am-6:59am,Dark - Not Lighted,Clear,Urban,Minor Arterial,Four-Way Intersection,On Roadway,None / Unknown,45.51911944,-122.51338611,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Northbound,Not a Cyclist,30,30 MPH,97,Not Reported,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",41051009202,Census Tract 92.02,37417.0,5885,54.27357689039932,9.481733220050977,16.176720475785896,4.448818897637795
410519,1,30,Female,Pedestrian,2022,December,Saturday,4:00am-4:59am,Dark - Not Lighted,Cloudy,Urban,Minor Arterial,Not an Intersection,On Roadway,None / Unknown,44.627,-123.08336944,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,97,Not Reported,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",41043020801,Census Tract 208.01,42215.0,2584,72.21362229102168,0.8126934984520124,13.003095975232199,1.6574585635359116
410520,1,53,Female,Pedestrian,2022,December,Saturday,6:00pm-6:59pm,Dark - Not Lighted,Rain | Cloudy,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,42.20644444,-121.73525556,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,97,Not Reported,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",41035971300,Census Tract 9713,53558.0,6144,76.69270833333334,0.016276041666666664,14.615885416666666,0.0
410528,1,38,Female,Pedestrian,2022,December,Wednesday,6:00pm-6:59pm,Dark - Not Lighted,Clear,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.582875,-122.66207778,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,97,Not Reported,1,"Two-Way, Not Divided",41051007202,Census Tract 72.02,84154.0,3308,48.70012091898428,11.910519951632406,23.518742442563482,7.27362691736764
410530,1,91,Male,Pedestrian,2022,December,Friday,6:00pm-6:59pm,Dark - Lighted,"Fog, Smog, Smoke",Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,42.42173333,-123.30071944,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,45,45 MPH,97,Not Reported,1,"Two-Way, Not Divided",41033361201,Census Tract 3612.01,35078.0,3811,71.31986355287326,0.8134347940173182,21.149304644450275,0.0
410530,2,85,Female,Pedestrian,2022,December,Friday,6:00pm-6:59pm,Dark - Lighted,"Fog, Smog, Smoke",Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,42.42173333,-123.30071944,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,45,45 MPH,97,Not Reported,1,"Two-Way, Not Divided",41033361201,Census Tract 3612.01,35078.0,3811,71.31986355287326,0.8134347940173182,21.149304644450275,0.0
410534,1,50,Male,Pedestrian,2022,December,Sunday,9:00pm-9:59pm,Dark - Not Lighted,Clear,Urban,Principal Arterial - Other,T-Intersection,On Roadway,None / Unknown,45.5847,-122.68286667,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,98,Not Reported,2,Traffic control signal (on colors) with Pedestrian Signal,1,"Two-Way, Not Divided",41051003801,Census Tract 38.01,80608.0,2743,71.23587313160773,5.796573095151294,13.889901567626687,18.01801801801802
410538,1,54,Female,Pedestrian,2022,December,Monday,2:00pm-2:59pm,Daylight,Cloudy,Urban,Minor Arterial,Four-Way Intersection,On Roadway,None / Unknown,44.93954167,-123.03706667,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Northbound,Not a Cyclist,25,25 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,4,One-Way Trafficway,41047000200,Census Tract 2,51630.0,4225,65.37278106508876,0.5680473372781065,16.023668639053255,26.73956262425447
410541,1,53,Male,Pedestrian,2022,December,Monday,6:00pm-6:59pm,Dark - Lighted,Cloudy,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.553725,-122.51765278,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,40,40 MPH,97,Not Reported,1,"Two-Way, Not Divided",41051009501,Census Tract 95.01,68012.0,4894,39.53821005312628,15.120555782590927,14.630159378831223,9.13508260447036
410542,1,65,Male,Pedestrian,2022,December,Tuesday,5:00am-5:59am,Dark - Not Lighted,Sleet or Hail,Rural,Interstate,Not an Intersection,On Shoulder,None / Unknown,45.5418,-122.25566667,Not At Intersection,Not a Cyclist,Paved Shoulder / Bicycle Lane / Parking Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,97,Not Reported,3,"Two-Way,  Divided, Positive  Median Barrier",41051010500,Census Tract 105,108971.0,3863,81.12865648459746,0.2847527828112866,12.451462593838986,1.6901408450704223
410543,1,59,Male,Pedestrian,2022,December,Monday,6:00pm-6:59pm,Dark - Not Lighted,Clear,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,44.24508611,-121.19066667,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,50,50 MPH,97,Not Reported,3,"Two-Way,  Divided, Positive  Median Barrier",41017000901,Census Tract 9.01,63656.0,5234,73.61482613679786,0.0,21.57050057317539,3.204327923429047
410544,1,74,Female,Pedestrian,2022,December,Tuesday,5:00pm-5:59pm,Dark - Lighted,Rain,Urban,Minor Arterial,T-Intersection,On Roadway,None / Unknown,44.90468333,-123.04778056,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Eastbound,Not a Cyclist,98,Not Reported,20,Stop Sign,1,"Two-Way, Not Divided",41047002101,Census Tract 21.01,48323.0,2141,76.59971975712284,1.7281644091546005,11.723493694535264,10.05677210056772
410545,1,48,Male,Pedestrian,2022,December,Monday,5:00am-5:59am,Dark - Lighted,Clear,Urban,Interstate,Not an Intersection,On Shoulder,None / Unknown,45.511425,-122.66687778,Not At Intersection,Not a Cyclist,Paved Shoulder / Bicycle Lane / Parking Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,97,Not Reported,3,"Two-Way,  Divided, Positive  Median Barrier",41051001101,Census Tract 11.01,58000.0,2994,73.44689378757515,2.571810287241149,10.754843019372078,17.35763097949886
410546,1,36,Male,Pedestrian,2022,December,Thursday,6:00pm-6:59pm,Dark - Lighted,Rain | Sleet or Hail | Cloudy,Urban,Minor Arterial,T-Intersection,On Roadway,None / Unknown,45.52336111,-122.69625556,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,25,25 MPH,97,Not Reported,1,"Two-Way, Not Divided",41051004800,Census Tract 48,62321.0,2673,78.37635615413393,1.3842124953236064,7.182940516273851,37.26279470960322
410556,1,68,Male,Pedestrian,2022,December,Wednesday,5:00pm-5:59pm,Dark - Lighted,Cloudy,Urban,Major Collector,Four-Way Intersection,On Roadway,None / Unknown,44.27551667,-121.17766389,At Intersection,Not a Cyclist,Other/Unknown,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,25,25 MPH,0,No Controls,1,"Two-Way, Not Divided",41017000800,Census Tract 8,75865.0,7830,81.37931034482759,0.4086845466155811,16.04086845466156,3.1816913201228023
410558,1,92,Female,Pedestrian,2022,December,Friday,5:00pm-5:59pm,Dark - Lighted,Rain,Urban,Minor Arterial,Not an Intersection,On Roadway,None / Unknown,45.47651667,-122.82448333,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,30,30 MPH,97,Not Reported,1,"Two-Way, Not Divided",41067031202,Census Tract 312.02,55781.0,4246,51.41309467734339,0.4710315591144607,33.39613754121526,18.220338983050848
410560,1,79,Male,Pedestrian,2022,December,Friday,5:00pm-5:59pm,Dark - Lighted,Rain,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,42.18543056,-122.67364444,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,97,Not Reported,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",41029001801,Census Tract 18.01,44013.0,4404,84.4913714804723,2.42960944595822,11.376021798365123,13.329646017699115
410564,1,60,Female,Pedestrian,2022,December,Tuesday,6:00pm-6:59pm,Dark - Not Lighted,Rain,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.44378333,-122.57899722,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,97,Not Reported,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",41005021602,Census Tract 216.02,69042.0,4863,77.35965453423812,1.2543697306189596,11.001439440674481,8.274582560296846
410592,1,47,Female,Pedestrian,2022,October,Tuesday,6:00am-6:59am,Dark - Unknown Lighting,Not Reported,Urban,Major Collector,Not an Intersection,On Roadway,None / Unknown,44.06242222,-123.00288333,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,97,Not Reported,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",41039002002,Census Tract 20.02,68393.0,4992,79.30689102564102,2.123397435897436,14.122596153846153,5.240174672489083
410593,1,76,Male,Pedestrian,2022,October,Thursday,9:00pm-9:59pm,Dark - Not Lighted,Clear,Urban,Minor Arterial,Roundabout,On Roadway,None / Unknown,44.06230278,-121.33164167,At Intersection,Not a Cyclist,Other/Unknown,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,98,Not Reported,97,Not Reported,1,"Two-Way, Not Divided",41017001302,Census Tract 13.02,105153.0,8139,84.3838309374616,0.0,5.356923454969898,3.7066881547139405
410596,1,66,Female,Pedestrian,2022,November,Saturday,5:00pm-5:59pm,Dark - Lighted,Clear,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.53352222,-122.55663056,At Intersection,Not a Cyclist,Other/Unknown,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,98,Not Reported,97,Not Reported,4,One-Way Trafficway,41051008100,Census Tract 81,48106.0,7983,53.71414255292497,15.620693974696229,9.658023299511461,20.721649484536083
410003,1,22,Male,Pedestrian,2023,January,Monday,7:00pm-7:59pm,Dark - Not Lighted,Clear,Rural,Other Principal Arterial,Not an Intersection,On Roadway,None / Unknown,42.76370833,-121.83748056,Not At Intersection,Not a Cyclist,Paved Shoulder / Bicycle Lane / Parking Lane,Not a Cyclist,Not Applicable,Not a Cyclist,60,60 MPH,97,Not Reported,1,"Two-Way, Not Divided",41035970201,Census Tract 9702.01,32172.0,1452,86.15702479338843,0.06887052341597796,4.201101928374656,0.24213075060532688
410003,2,19,Female,Pedestrian,2023,January,Monday,7:00pm-7:59pm,Dark - Not Lighted,Clear,Rural,Other Principal Arterial,Not an Intersection,On Roadway,None / Unknown,42.76370833,-121.83748056,Not At Intersection,Not a Cyclist,Paved Shoulder / Bicycle Lane / Parking Lane,Not a Cyclist,Not Applicable,Not a Cyclist,60,60 MPH,97,Not Reported,1,"Two-Way, Not Divided",41035970201,Census Tract 9702.01,32172.0,1452,86.15702479338843,0.06887052341597796,4.201101928374656,0.24213075060532688
410003,3,20,Male,Pedestrian,2023,January,Monday,7:00pm-7:59pm,Dark - Not Lighted,Clear,Rural,Other Principal Arterial,Not an Intersection,On Roadway,None / Unknown,42.76370833,-121.83748056,Not At Intersection,Not a Cyclist,Paved Shoulder / Bicycle Lane / Parking Lane,Not a Cyclist,Not Applicable,Not a Cyclist,60,60 MPH,97,Not Reported,1,"Two-Way, Not Divided",41035970201,Census Tract 9702.01,32172.0,1452,86.15702479338843,0.06887052341597796,4.201101928374656,0.24213075060532688
410007,1,40,Female,Pedestrian,2023,January,Thursday,6:00am-6:59am,Reported as Unknown,Cloudy,Urban,Minor Arterial,Four-Way Intersection,On Roadway,None / Unknown,45.51831667,-123.09916389,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Northbound,Not a Cyclist,35,35 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,1,"Two-Way, Not Divided",41067033102,Census Tract 331.02,75202.0,4419,59.696763973749725,0.0678886625933469,36.637248246209545,4.698905109489051
410007,2,2,Male,Person on a Personal Conveyance,2023,January,Thursday,6:00am-6:59am,Reported as Unknown,Cloudy,Urban,Minor Arterial,Four-Way Intersection,On Roadway,None / Unknown,45.51831667,-123.09916389,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Northbound,Not a Cyclist,35,35 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,1,"Two-Way, Not Divided",41067033102,Census Tract 331.02,75202.0,4419,59.696763973749725,0.0678886625933469,36.637248246209545,4.698905109489051
410008,1,50,Male,Pedestrian,2023,January,Thursday,6:00pm-6:59pm,Dark - Not Lighted,Cloudy,Rural,Other Principal Arterial,Not an Intersection,On Shoulder,None / Unknown,44.07581111,-122.77863889,Not At Intersection,Not a Cyclist,Paved Shoulder / Bicycle Lane / Parking Lane,Not a Cyclist,Not Applicable,Not a Cyclist,55,55 MPH,97,Not Reported,1,"Two-Way, Not Divided",41039000100,Census Tract 1,76383.0,5182,84.33037437282903,0.6754148977228869,9.031262060980316,3.2013969732246803
410009,1,68,Female,Pedestrian,2023,January,Friday,5:00pm-5:59pm,Dark - Lighted,Cloudy,Urban,Other Principal Arterial,Four-Way Intersection,On Roadway,None / Unknown,45.50458333,-122.48956111,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,30,30 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",41051009703,Census Tract 97.03,62333.0,4790,51.94154488517745,11.461377870563675,16.367432150313153,7.289002557544758
410010,1,65,Male,Pedestrian,2023,January,Sunday,4:00pm-4:59pm,Dusk,Rain | Sleet or Hail,Rural,Interstate,Not an Intersection,On Median,None / Unknown,45.71720833,-119.00937222,Not At Intersection,Not a Cyclist,Unpaved Right-of-Way,Not a Cyclist,Not Applicable,Not a Cyclist,70,70 MPH,97,Not Reported,3,"Two-Way,  Divided, Positive  Median Barrier",41059950500,Census Tract 9505,79063.0,4657,86.8370195404767,1.37427528451793,3.328322954691862,1.6988062442607896
410011,1,17,Male,Pedestrian,2023,January,Sunday,9:00pm-9:59pm,Dark - Lighted,Cloudy,Urban,Other Principal Arterial,Not an Intersection,On Roadway,None / Unknown,44.05217778,-123.10876667,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,97,Not Reported,4,One-Way Trafficway,41039004200,Census Tract 42,43365.0,3424,69.85981308411215,2.803738317757009,16.647196261682243,23.198773633111905
410013,1,34,Male,Bicyclist,2023,January,Tuesday,8:00pm-8:59pm,Dark - Not Lighted,Clear,Urban,Other Principal Arterial,Four-Way Intersection,On Roadway,None / Unknown,43.14955278,-123.37217222,Not a Pedestrian,At Intersection,Not a Pedestrian,Travel Lane,Not a Pedestrian,With Traffic,55,55 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,1,"Two-Way, Not Divided",41019150001,Census Tract 1500.01,66401.0,5364,86.0738255033557,0.0,5.984340044742729,2.2303325223033252
410024,1,64,Female,Pedestrian,2023,January,Monday,3:00am-3:59am,Dark - Lighted,Clear,Urban,Major Collector,Not an Intersection,On Roadway,None / Unknown,45.49005,-122.56908333,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,97,Not Reported,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",41051008301,Census Tract 83.01,64886.0,4114,40.37433155080214,10.646572678658242,7.073407875546913,22.07916070577015
410025,1,59,Male,Pedestrian,2023,January,Tuesday,10:00pm-10:59pm,Dark - Lighted,Clear,Urban,Other Principal Arterial,Four-Way Intersection,On Roadway,None / Unknown,45.49756667,-122.61119167,Intersection-Related,Not a Cyclist,Travel Lane,Not a Cyclist,Northbound,Not a Cyclist,30,30 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,3,"Two-Way,  Divided, Positive  Median Barrier",41051000801,Census Tract 8.01,117462.0,4646,83.85708136030995,0.9685751183814033,7.942315970727508,11.25258086717137
410026,1,38,Male,Pedestrian,2023,January,Monday,7:00pm-7:59pm,Dark - Not Lighted,Rain,Urban,Other Principal Arterial,Not an Intersection,On Roadway,None / Unknown,45.18265833,-123.22836944,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,55,55 MPH,97,Not Reported,1,"Two-Way, Not Divided",41071030602,Census Tract 306.02,77414.0,6596,79.44208611279564,0.0,13.993329290479078,0.0
410039,1,35,Male,Pedestrian,2023,February,Friday,2:00am-2:59am,Dark - Not Lighted,Cloudy,Urban,Minor Arterial,Not an Intersection,On Roadway,None / Unknown,45.469425,-122.35997778,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,97,Not Reported,1,"Two-Way, Not Divided",41051010402,Census Tract 104.02,119291.0,6203,76.67257778494277,1.031758826374335,10.720619055295824,3.56906807666887
