ST_CASE,PER_NO,AGE,SEXNAME,PBPTYPENAME,YEAR,MONTHNAME,DAY_WEEKNAME,HOURNAME,LGT_CONDNAME,WEATHER,RUR_URBNAME,FUNC_SYSNAME,TYP_INTNAME,REL_ROADNAME,WRK_ZONENAME,LATITUDE,LONGITUD,PEDLOCNAME,BIKELOCNAME,PEDPOSNAME,BIKEPOSNAME,PEDDIRNAME,BIKEDIRNAME,VSPD_LIM,VSPD_LIMNAME,VTRAFCON,VTRAFCONNAME,VTRAFWAY,VTRAFWAYNAME,SPATIAL_CLUSTER
410456,1,32,Female,Pedestrian,2022,October,Monday,9:00pm-9:59pm,Dark - Lighted,Cloudy,Urban,Local,Not an Intersection,On Roadway,None / Unknown,42.29955556,-122.88611389,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,25,25 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410457,1,39,Male,Bicyclist,2022,October,Monday,1:00pm-1:59pm,Daylight,Rain,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.51891667,-122.99042222,Not a Pedestrian,Not At Intersection,Not a Pedestrian,Travel Lane,Not a Pedestrian,Not applicable,30,30 MPH,97,Not Reported,4,One-Way Trafficway,-1
410458,1,44,Male,Pedestrian,2022,November,Tuesday,0:00am-0:59am,Dark - Not Lighted,Rain,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,44.934025,-122.95903889,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,97,Not Reported,1,"Two-Way, Not Divided",-1
410459,1,22,Male,Pedestrian,2022,October,Monday,7:00pm-7:59pm,Dark - Lighted,Clear,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,42.25371389,-121.79679167,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,50,50 MPH,97,Not Reported,3,"Two-Way,  Divided, Positive  Median Barrier",-1
410460,1,67,Female,Pedestrian,2022,October,Friday,9:00pm-9:59pm,Dark - Not Lighted,Rain,Urban,Minor Arterial,T-Intersection,On Roadway,None / Unknown,45.36626667,-122.57973611,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,35,35 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,1,"Two-Way, Not Divided",-1
410461,1,63,Male,Pedestrian,2022,November,Thursday,6:00am-6:59am,Dark - Not Lighted,Cloudy,Rural,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.37438611,-122.19821111,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,55,55 MPH,97,Not Reported,2,"Two-Way, Divided, Unprotected Median",-1
410467,1,52,Male,Pedestrian,2022,September,Friday,8:00am-8:59am,Daylight,Clear,Rural,Local,Not an Intersection,On Shoulder,None / Unknown,44.95071944,-123.31696389,Not At Intersection,Not a Cyclist,Paved Shoulder / Bicycle Lane / Parking Lane,Not a Cyclist,Not Applicable,Not a Cyclist,55,55 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410468,1,72,Male,Pedestrian,2022,September,Thursday,7:00am-7:59am,Daylight,Clear,Rural,Major Collector,Not an Intersection,On Roadway,None / Unknown,43.23792222,-120.68633611,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410470,1,63,Female,Pedestrian,2022,October,Saturday,11:00pm-11:59pm,Dark - Lighted,Cloudy,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.51672778,-122.97403611,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,97,Not Reported,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",11
410471,1,55,Female,Pedestrian,2022,November,Tuesday,6:00pm-6:59pm,Dark - Not Lighted,Clear,Urban,Minor Arterial,T-Intersection,On Roadway,None / Unknown,45.54609722,-122.49579167,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Westbound,Not a Cyclist,35,35 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410474,1,25,Female,Pedestrian,2022,November,Thursday,6:00pm-6:59pm,Dark - Not Lighted,Clear,Rural,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,46.16815278,-123.58155,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,50,50 MPH,97,Not Reported,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410475,1,65,Male,Pedestrian,2022,November,Thursday,7:00pm-7:59pm,Dark - Not Lighted,Cloudy,Rural,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.92786667,-123.89906667,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,55,55 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410478,1,38,Male,Pedestrian,2022,November,Sunday,1:00am-1:59am,Dark - Not Lighted,"Fog, Smog, Smoke",Urban,Interstate,Not an Intersection,On Roadway,None / Unknown,44.99434722,-123.00034722,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,60,60 MPH,97,Not Reported,3,"Two-Way,  Divided, Positive  Median Barrier",-1
410482,1,47,Female,Bicyclist,2022,October,Friday,11:00pm-11:59pm,Dark - Lighted,Rain,Urban,Major Collector,Four-Way Intersection,On Roadway,None / Unknown,45.50444444,-122.56881111,Not a Pedestrian,At Intersection,Not a Pedestrian,Sidewalk  / Crosswalk / Driveway Access,Not a Pedestrian,Not applicable,98,Not Reported,2,Traffic control signal (on colors) with Pedestrian Signal,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410494,1,45,Male,Pedestrian,2022,November,Monday,6:00pm-6:59pm,Dark - Lighted,Cloudy,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.49825278,-122.52116944,Intersection-Related,Not a Cyclist,Travel Lane,Not a Cyclist,Northbound,Not a Cyclist,30,30 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410499,1,82,Male,Pedestrian,2022,November,Tuesday,5:00pm-5:59pm,Dark - Lighted,Rain,Urban,Minor Arterial,Not an Intersection,On Roadway,None / Unknown,45.3364,-122.590475,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,30,30 MPH,97,Not Reported,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410501,1,39,Male,Pedestrian,2022,November,Tuesday,7:00pm-7:59pm,Dark - Not Lighted,Clear,Urban,Interstate,Not an Intersection,On Roadway,None / Unknown,42.31677778,-122.85638333,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,55,55 MPH,97,Not Reported,3,"Two-Way,  Divided, Positive  Median Barrier",-1
410506,1,35,Male,Bicyclist,2022,November,Tuesday,5:00pm-5:59pm,Dark - Not Lighted,Rain,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,46.19057778,-123.84153611,Not a Pedestrian,Not At Intersection,Not a Pedestrian,Travel Lane,Not a Pedestrian,Unknown,25,25 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410509,1,21,Male,Pedestrian,2022,October,Monday,6:00am-6:59am,Dark - Not Lighted,Clear,Urban,Minor Arterial,Four-Way Intersection,On Roadway,None / Unknown,45.51911944,-122.51338611,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Northbound,Not a Cyclist,30,30 MPH,97,Not Reported,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",8
410519,1,30,Female,Pedestrian,2022,December,Saturday,4:00am-4:59am,Dark - Not Lighted,Cloudy,Urban,Minor Arterial,Not an Intersection,On Roadway,None / Unknown,44.627,-123.08336944,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,97,Not Reported,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410520,1,53,Female,Pedestrian,2022,December,Saturday,6:00pm-6:59pm,Dark - Not Lighted,Rain | Cloudy,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,42.20644444,-121.73525556,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,97,Not Reported,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410528,1,38,Female,Pedestrian,2022,December,Wednesday,6:00pm-6:59pm,Dark - Not Lighted,Clear,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.582875,-122.66207778,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,97,Not Reported,1,"Two-Way, Not Divided",-1
410530,1,91,Male,Pedestrian,2022,December,Friday,6:00pm-6:59pm,Dark - Lighted,"Fog, Smog, Smoke",Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,42.42173333,-123.30071944,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,45,45 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410530,2,85,Female,Pedestrian,2022,December,Friday,6:00pm-6:59pm,Dark - Lighted,"Fog, Smog, Smoke",Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,42.42173333,-123.30071944,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,45,45 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410534,1,50,Male,Pedestrian,2022,December,Sunday,9:00pm-9:59pm,Dark - Not Lighted,Clear,Urban,Principal Arterial - Other,T-Intersection,On Roadway,None / Unknown,45.5847,-122.68286667,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,98,Not Reported,2,Traffic control signal (on colors) with Pedestrian Signal,1,"Two-Way, Not Divided",9
410538,1,54,Female,Pedestrian,2022,December,Monday,2:00pm-2:59pm,Daylight,Cloudy,Urban,Minor Arterial,Four-Way Intersection,On Roadway,None / Unknown,44.93954167,-123.03706667,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Northbound,Not a Cyclist,25,25 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,4,One-Way Trafficway,-1
410541,1,53,Male,Pedestrian,2022,December,Monday,6:00pm-6:59pm,Dark - Lighted,Cloudy,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.553725,-122.51765278,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,40,40 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410542,1,65,Male,Pedestrian,2022,December,Tuesday,5:00am-5:59am,Dark - Not Lighted,Sleet or Hail,Rural,Interstate,Not an Intersection,On Shoulder,None / Unknown,45.5418,-122.25566667,Not At Intersection,Not a Cyclist,Paved Shoulder / Bicycle Lane / Parking Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,97,Not Reported,3,"Two-Way,  Divided, Positive  Median Barrier",-1
410543,1,59,Male,Pedestrian,2022,December,Monday,6:00pm-6:59pm,Dark - Not Lighted,Clear,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,44.24508611,-121.19066667,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,50,50 MPH,97,Not Reported,3,"Two-Way,  Divided, Positive  Median Barrier",-1
410544,1,74,Female,Pedestrian,2022,December,Tuesday,5:00pm-5:59pm,Dark - Lighted,Rain,Urban,Minor Arterial,T-Intersection,On Roadway,None / Unknown,44.90468333,-123.04778056,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Eastbound,Not a Cyclist,98,Not Reported,20,Stop Sign,1,"Two-Way, Not Divided",-1
410545,1,48,Male,Pedestrian,2022,December,Monday,5:00am-5:59am,Dark - Lighted,Clear,Urban,Interstate,Not an Intersection,On Shoulder,None / Unknown,45.511425,-122.66687778,Not At Intersection,Not a Cyclist,Paved Shoulder / Bicycle Lane / Parking Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,97,Not Reported,3,"Two-Way,  Divided, Positive  Median Barrier",-1
410546,1,36,Male,Pedestrian,2022,December,Thursday,6:00pm-6:59pm,Dark - Lighted,Rain | Sleet or Hail | Cloudy,Urban,Minor Arterial,T-Intersection,On Roadway,None / Unknown,45.52336111,-122.69625556,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,25,25 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410556,1,68,Male,Pedestrian,2022,December,Wednesday,5:00pm-5:59pm,Dark - Lighted,Cloudy,Urban,Major Collector,Four-Way Intersection,On Roadway,None / Unknown,44.27551667,-121.17766389,At Intersection,Not a Cyclist,Other/Unknown,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,25,25 MPH,0,No Controls,1,"Two-Way, Not Divided",-1
410558,1,92,Female,Pedestrian,2022,December,Friday,5:00pm-5:59pm,Dark - Lighted,Rain,Urban,Minor Arterial,Not an Intersection,On Roadway,None / Unknown,45.47651667,-122.82448333,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,30,30 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410560,1,79,Male,Pedestrian,2022,December,Friday,5:00pm-5:59pm,Dark - Lighted,Rain,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,42.18543056,-122.67364444,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,97,Not Reported,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410564,1,60,Female,Pedestrian,2022,December,Tuesday,6:00pm-6:59pm,Dark - Not Lighted,Rain,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.44378333,-122.57899722,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,97,Not Reported,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410592,1,47,Female,Pedestrian,2022,October,Tuesday,6:00am-6:59am,Dark - Unknown Lighting,Not Reported,Urban,Major Collector,Not an Intersection,On Roadway,None / Unknown,44.06242222,-123.00288333,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,97,Not Reported,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410593,1,76,Male,Pedestrian,2022,October,Thursday,9:00pm-9:59pm,Dark - Not Lighted,Clear,Urban,Minor Arterial,Roundabout,On Roadway,None / Unknown,44.06230278,-121.33164167,At Intersection,Not a Cyclist,Other/Unknown,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,98,Not Reported,97,Not Reported,1,"Two-Way, Not Divided",-1
410596,1,66,Female,Pedestrian,2022,November,Saturday,5:00pm-5:59pm,Dark - Lighted,Clear,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.53352222,-122.55663056,At Intersection,Not a Cyclist,Other/Unknown,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,98,Not Reported,97,Not Reported,4,One-Way Trafficway,-1
410003,1,22,Male,Pedestrian,2023,January,Monday,7:00pm-7:59pm,Dark - Not Lighted,Clear,Rural,Other Principal Arterial,Not an Intersection,On Roadway,None / Unknown,42.76370833,-121.83748056,Not At Intersection,Not a Cyclist,Paved Shoulder / Bicycle Lane / Parking Lane,Not a Cyclist,Not Applicable,Not a Cyclist,60,60 MPH,97,Not Reported,1,"Two-Way, Not Divided",14
410003,2,19,Female,Pedestrian,2023,January,Monday,7:00pm-7:59pm,Dark - Not Lighted,Clear,Rural,Other Principal Arterial,Not an Intersection,On Roadway,None / Unknown,42.76370833,-121.83748056,Not At Intersection,Not a Cyclist,Paved Shoulder / Bicycle Lane / Parking Lane,Not a Cyclist,Not Applicable,Not a Cyclist,60,60 MPH,97,Not Reported,1,"Two-Way, Not Divided",14
410003,3,20,Male,Pedestrian,2023,January,Monday,7:00pm-7:59pm,Dark - Not Lighted,Clear,Rural,Other Principal Arterial,Not an Intersection,On Roadway,None / Unknown,42.76370833,-121.83748056,Not At Intersection,Not a Cyclist,Paved Shoulder / Bicycle Lane / Parking Lane,Not a Cyclist,Not Applicable,Not a Cyclist,60,60 MPH,97,Not Reported,1,"Two-Way, Not Divided",14
410007,1,40,Female,Pedestrian,2023,January,Thursday,6:00am-6:59am,Reported as Unknown,Cloudy,Urban,Minor Arterial,Four-Way Intersection,On Roadway,None / Unknown,45.51831667,-123.09916389,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Northbound,Not a Cyclist,35,35 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,1,"Two-Way, Not Divided",-1
410007,2,2,Male,Person on a Personal Conveyance,2023,January,Thursday,6:00am-6:59am,Reported as Unknown,Cloudy,Urban,Minor Arterial,Four-Way Intersection,On Roadway,None / Unknown,45.51831667,-123.09916389,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Northbound,Not a Cyclist,35,35 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,1,"Two-Way, Not Divided",-1
410008,1,50,Male,Pedestrian,2023,January,Thursday,6:00pm-6:59pm,Dark - Not Lighted,Cloudy,Rural,Other Principal Arterial,Not an Intersection,On Shoulder,None / Unknown,44.07581111,-122.77863889,Not At Intersection,Not a Cyclist,Paved Shoulder / Bicycle Lane / Parking Lane,Not a Cyclist,Not Applicable,Not a Cyclist,55,55 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410009,1,68,Female,Pedestrian,2023,January,Friday,5:00pm-5:59pm,Dark - Lighted,Cloudy,Urban,Other Principal Arterial,Four-Way Intersection,On Roadway,None / Unknown,45.50458333,-122.48956111,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,30,30 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410010,1,65,Male,Pedestrian,2023,January,Sunday,4:00pm-4:59pm,Dusk,Rain | Sleet or Hail,Rural,Interstate,Not an Intersection,On Median,None / Unknown,45.71720833,-119.00937222,Not At Intersection,Not a Cyclist,Unpaved Right-of-Way,Not a Cyclist,Not Applicable,Not a Cyclist,70,70 MPH,97,Not Reported,3,"Two-Way,  Divided, Positive  Median Barrier",-1
410011,1,17,Male,Pedestrian,2023,January,Sunday,9:00pm-9:59pm,Dark - Lighted,Cloudy,Urban,Other Principal Arterial,Not an Intersection,On Roadway,None / Unknown,44.05217778,-123.10876667,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,97,Not Reported,4,One-Way Trafficway,-1
410013,1,34,Male,Bicyclist,2023,January,Tuesday,8:00pm-8:59pm,Dark - Not Lighted,Clear,Urban,Other Principal Arterial,Four-Way Intersection,On Roadway,None / Unknown,43.14955278,-123.37217222,Not a Pedestrian,At Intersection,Not a Pedestrian,Travel Lane,Not a Pedestrian,With Traffic,55,55 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,1,"Two-Way, Not Divided",-1
410024,1,64,Female,Pedestrian,2023,January,Monday,3:00am-3:59am,Dark - Lighted,Clear,Urban,Major Collector,Not an Intersection,On Roadway,None / Unknown,45.49005,-122.56908333,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,97,Not Reported,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410025,1,59,Male,Pedestrian,2023,January,Tuesday,10:00pm-10:59pm,Dark - Lighted,Clear,Urban,Other Principal Arterial,Four-Way Intersection,On Roadway,None / Unknown,45.49756667,-122.61119167,Intersection-Related,Not a Cyclist,Travel Lane,Not a Cyclist,Northbound,Not a Cyclist,30,30 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,3,"Two-Way,  Divided, Positive  Median Barrier",-1
410026,1,38,Male,Pedestrian,2023,January,Monday,7:00pm-7:59pm,Dark - Not Lighted,Rain,Urban,Other Principal Arterial,Not an Intersection,On Roadway,None / Unknown,45.18265833,-123.22836944,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,55,55 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410039,1,35,Male,Pedestrian,2023,February,Friday,2:00am-2:59am,Dark - Not Lighted,Cloudy,Urban,Minor Arterial,Not an Intersection,On Roadway,None / Unknown,45.469425,-122.35997778,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410047,1,59,Male,Pedestrian,2023,February,Wednesday,5:00pm-5:59pm,Dusk,Clear,Urban,Minor Arterial,Not an Intersection,On Roadway,None / Unknown,45.51917778,-122.46593056,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,30,30 MPH,97,Not Reported,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410055,1,39,Male,Pedestrian,2023,February,Tuesday,0:00am-0:59am,Dark - Lighted,Clear,Urban,Minor Arterial,T-Intersection,On Roadway,None / Unknown,44.08381389,-121.29555278,At Intersection,Not a Cyclist,Other/Unknown,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,98,Not Reported,97,Not Reported,1,"Two-Way, Not Divided",-1
410056,1,54,Male,Pedestrian,2023,February,Tuesday,7:00am-7:59am,Daylight,Cloudy,Urban,Local,T-Intersection,On Roadway,None / Unknown,45.52947222,-122.56290556,Intersection-Related,Not a Cyclist,Travel Lane,Not a Cyclist,Southbound,Not a Cyclist,98,Not Reported,20,Stop Sign,1,"Two-Way, Not Divided",-1
410060,1,30,Male,Pedestrian,2023,February,Sunday,6:00pm-6:59pm,Dark - Not Lighted,Rain | Cloudy,Rural,Other Principal Arterial,Not an Intersection,On Roadway,None / Unknown,46.10291667,-123.18036667,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,55,55 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410061,1,19,Male,Pedestrian,2023,February,Monday,6:00pm-6:59pm,Dark - Lighted,Clear,Urban,Major Collector,Not an Intersection,On Roadway,None / Unknown,44.61923056,-121.14193333,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,45,45 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410061,2,17,Female,Pedestrian,2023,February,Monday,6:00pm-6:59pm,Dark - Lighted,Clear,Urban,Major Collector,Not an Intersection,On Roadway,None / Unknown,44.61923056,-121.14193333,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,45,45 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410062,1,33,Male,Pedestrian,2023,February,Friday,4:00pm-4:59pm,Daylight,Cloudy,Rural,Minor Arterial,Not an Intersection,On Roadway,None / Unknown,45.59757778,-123.21923333,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,50,50 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410063,1,33,Male,Pedestrian,2023,February,Monday,5:00am-5:59am,Dark - Lighted,Cloudy,Urban,Minor Arterial,Four-Way Intersection,On Roadway,None / Unknown,45.53473611,-122.877975,At Intersection,Not a Cyclist,Other/Unknown,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,45,45 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410065,1,29,Male,Pedestrian,2023,February,Thursday,8:00pm-8:59pm,Dark - Lighted,Cloudy,Urban,Other Principal Arterial,Not an Intersection,On Roadway,None / Unknown,44.07324722,-123.14576667,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,97,Not Reported,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410068,1,69,Female,Pedestrian,2023,February,Monday,2:00pm-2:59pm,Daylight,Clear,Urban,Local,Not an Intersection,On Roadside,None / Unknown,45.52223889,-122.48943889,Not At Intersection,Not a Cyclist,Sidewalk / Shared-Use Path / Driveway Access,Not a Cyclist,Not Applicable,Not a Cyclist,30,30 MPH,97,Not Reported,3,"Two-Way,  Divided, Positive  Median Barrier",-1
410080,1,46,Male,Pedestrian,2023,March,Saturday,6:00pm-6:59pm,Not Reported,Cloudy,Urban,Other Principal Arterial,T-Intersection,On Roadway,None / Unknown,45.5494,-122.49600556,At Intersection,Not a Cyclist,Intersection Area,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,98,Not Reported,2,Traffic control signal (on colors) with Pedestrian Signal,1,"Two-Way, Not Divided",-1
410092,1,59,Male,Pedestrian,2023,March,Friday,3:00am-3:59am,Dark - Lighted,Clear,Urban,Other Principal Arterial,T-Intersection,On Roadway,None / Unknown,45.4931,-122.86039444,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,45,45 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410100,1,69,Male,Pedestrian,2023,March,Saturday,1:00pm-1:59pm,Daylight,Clear,Rural,Interstate,Not an Intersection,On Shoulder,None / Unknown,45.68792222,-120.769025,Not At Intersection,Not a Cyclist,Paved Shoulder / Bicycle Lane / Parking Lane,Not a Cyclist,Not Applicable,Not a Cyclist,65,65 MPH,97,Not Reported,3,"Two-Way,  Divided, Positive  Median Barrier",-1
410103,1,38,Female,Pedestrian,2023,March,Saturday,9:00pm-9:59pm,Dark - Unknown Lighting,Not Reported,Urban,Major Collector,T-Intersection,On Roadway,None / Unknown,45.52999444,-122.40596667,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,98,Not Reported,97,Not Reported,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410104,1,32,Female,Pedestrian,2023,March,Monday,6:00pm-6:59pm,Dark - Lighted,Cloudy,Urban,Other Principal Arterial,T-Intersection,On Roadway,None / Unknown,44.94956389,-123.00338333,Intersection-Related,Not a Cyclist,Travel Lane,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,35,35 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410108,1,53,Female,Bicyclist,2023,March,Tuesday,3:00pm-3:59pm,Daylight,Rain,Urban,Major Collector,Four-Way Intersection,On Roadway,None / Unknown,44.93354444,-123.04028333,Not a Pedestrian,At Intersection,Not a Pedestrian,Travel Lane,Not a Pedestrian,With Traffic,25,25 MPH,20,Stop Sign,1,"Two-Way, Not Divided",-1
410109,1,67,Female,Pedestrian,2023,March,Thursday,8:00pm-8:59pm,Dark - Not Lighted,Cloudy,Urban,Other Principal Arterial,Not an Intersection,On Roadway,None / Unknown,45.14626667,-122.83575278,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,97,Not Reported,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
